Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat57,Intensity Rat58,Intensity Rat59,Intensity Rat60,Intensity Rat61,Intensity Rat62,Intensity Rat63,Intensity Rat64,Intensity Rat65,Intensity Rat66
A0A0G2K0P7,A0A0G2K0P7_RAT,Protein AAR2 homolog,Aar2,2012790,2896710,1979180,2584750,3818210,4273930,4767330,4248380,3427380,5341380
A0A0G2K0Q8,A0A0G2K0Q8_RAT,Sushi domain containing 2,Susd2,96528600,85011500,127412000,80328500,102751000,75173000,78725900,81035100,74968200,78874100
A0A0G2K0S7,A0A0G2K0S7_RAT,RAP1 GTPase activating protein 2,Rap1gap2,52423600,52279400,33399800,31063500,30114600,43808600,44481200,42695900,28671700,30177400
A0A0G2K0V0,A0A0G2K0V0_RAT,Sorting nexin 22,Snx22,18028500,18569700,,,28177600,,27842900,21935100,28304900,29382700
A0A0G2K0W3,A0A0G2K0W3_RAT,Protein tweety homolog,Ttyh3,9853000,9431330,16398700,11455600,12402600,,10329800,8004940,12258800,11931700
A0A0G2K162,A0A0G2K162_RAT,Erythrocyte membrane protein band 4.1-like 2,Epb41l2,308139000,355448000,264425000,224113000,247559000,319412000,310454000,342542000,198767000,261903000
A0A0G2K189,A0A0G2K189_RAT,Secernin 3,Scrn3,54798100,71419200,34357600,32066100,35767200,32637700,59035700,61854400,22178400,27435700
A0A0G2K1A1,A0A0G2K1A1_RAT,Zinc finger protein 706,Zfp706,,,,,,4153530,4922420,4662710,,880197
A0A0G2K1A2,A0A0G2K1A2_RAT,Myeloperoxidase,Mpo,,,311722000,131819000,117473000,8631430,52845300,,280586000,324754000
A0A0G2K1A4,A0A0G2K1A4_RAT,Ecotropic viral integration site 5-like,Evi5l,68235000,73289100,49087200,53970700,58524700,68941400,81820200,84962400,51662200,59545900
A0A0G2K1A8,A0A0G2K1A8_RAT,Pleckstrin homology domain containing A1,Plekha1,11611700,12243000,10361100,9020930,9118190,10762100,11583700,12409600,8700180,11959900
A0A0G2K1A9,A0A0G2K1A9_RAT,Nucleolar protein 11,Nol11,,,,,,,,,3913960,3736720
A0A0G2K1B1,A0A0G2K1B1_RAT,Zinc finger protein 428,Zfp428,6126650,7426050,2998310,2097130,2726980,5483070,6163950,5935420,1433190,2058130
A0A0G2K1B6,A0A0G2K1B6_RAT,Nuclear factor 1,Nfix,9621460,10080200,3254250,4056800,4789880,9041580,10450000,8627320,5713220,4418940
A0A0G2K1D2,A0A0G2K1D2_RAT,Rap1 GTPase-GDP dissociation stimulator 1,Rap1gds1,217424000,226605000,178603000,114187000,150321000,243913000,239622000,273830000,138309000,184281000
A0A0G2K1J8,A0A0G2K1J8_RAT,Spermidine/spermine N1-acetyltransferase family member 2,Sat2,12433400,19704100,12306000,7978340,6435140,14361700,15490600,15220500,4845430,7301500
A0A0G2K1L0,A0A0G2K1L0_RAT,Tenascin,Tnc,66759500,51928400,60468500,38230700,44004200,63611400,95438400,50132700,48679100,88065400
A0A0G2K1N9,A0A0G2K1N9_RAT,Selenoprotein O,Selenoo,15823800,12626000,9349760,7493120,6182430,11182900,13487400,11870800,7780330,8068600
A0A0G2K1P3,A0A0G2K1P3_RAT,BCL2 interacting protein 2,Bnip2,3715680,3910580,3424230,3242540,4663940,3495920,3721820,3063090,5136920,6027550
A0A0G2K1P8,A0A0G2K1P8_RAT,TRIO and F-actin binding protein,Triobp,728609,1452240,942004,870003,1302000,1096260,1581740,1090620,955139,1515400
A0A0G2K1Q0,A0A0G2K1Q0_RAT,"Phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta",Pik3c2b,11020000,10963100,7478890,5576760,6692140,10314600,11378100,12607400,9964040,11675300
A0A0G2K1Q8,ABCA3_RAT,Phospholipid-transporting ATPase ABCA3,Abca3,3841180,4093230,14484300,7231790,7310800,16342300,15169700,14052300,13800900,9712020
A0A0G2K1T3,A0A0G2K1T3_RAT,SET binding factor 2,Sbf2,16295400,20357600,16071400,14212300,16550900,15730900,17653600,16685500,14380300,16939200
A0A0G2K1V3,A0A0G2K1V3_RAT,tRNA-splicing endonuclease subunit SEN15,Tsen15,2283620,2559240,2058170,1028920,1642700,1921470,1584620,1942310,930375,1428470
A0A0G2K1W9,A0A0G2K1W9_RAT,"Probable D-lactate dehydrogenase, mitochondrial",Ldhd,5762540,6272710,5030780,6111270,6056520,6964160,9765660,7521160,3850810,6246850
A0A0G2K213,A0A0G2K213_RAT,CST complex subunit TEN1,Ten1,5216660,5892970,3780220,2732510,4309270,4865130,6198850,6492250,4136010,4791120
A0A0G2K261,A0A0G2K261_RAT,"Isoleucine--tRNA ligase, mitochondrial",Iars2,82570900,160105000,109007000,110010000,122141000,188941000,189710000,196266000,177357000,222908000
A0A0G2K2C4,A0A0G2K2C4_RAT,LIM domain binding 3,Ldb3,431994,439100,,165781,437000,,496298,292867,505287,375433
A0A0G2K2C7,A0A0G2K2C7_RAT,ubiquitinyl hydrolase 1,Usp9x,74967900,64244700,55468800,63619100,64018800,68399000,67602400,78103200,82709100,100403000
A0A0G2K2F6,A0A0G2K2F6_RAT,Small ribosomal subunit protein uS8,Rps15a-ps3,49573800,55634800,62587700,101724000,105066000,74980200,92378000,76757600,106999000,99246400
A0A0G2K2G7,A0A0G2K2G7_RAT,Ankyrin repeat and SAM domain-containing protein 1A,Anks1a,114450000,121179000,95640600,84439200,91393500,106403000,115917000,112432000,77011000,105624000
A0A0G2K2H3,A0A0G2K2H3_RAT,Chondrolectin,Chodl,1026340,1287620,1036790,1805620,1443350,1167280,1546340,1020850,,1646290
A0A0G2K2M3,A0A0G2K2M3_RAT,Signal transducer and activator of transcription,Stat6,1529970,2360160,1843230,1578710,2314450,1888950,1817590,1614280,2092480,2769330
A0A0G2K2P5,ZO1_RAT,Tight junction protein ZO-1,Tjp1,711478000,790730000,575836000,526606000,641265000,699995000,744335000,703768000,632054000,700513000
A0A0G2K2Q2,A0A0G2K2Q2_RAT,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Gcat,23154400,25179400,15579000,17088600,19498000,24618100,32138100,27855400,14086800,18701600
A0A0G2K2R0,A0A0G2K2R0_RAT,FERM domain containing 4A,Frmd4a,3625090,3814700,,,2873870,2725420,3252420,2522350,3108180,2702180
A0A0G2K2T2,A0A0G2K2T2_RAT,Mitoguardin 1,Miga1,53310500,60963100,28145500,31980300,32528600,39729200,46289800,37450800,53427100,35998400
A0A0G2K2U2,A0A0G2K2U2_RAT,Pre-mRNA-splicing regulator WTAP,Wtap,,,9227060,13764300,,24982700,27472200,18157300,40264000,33776800
A0A0G2K2U9,A0A0G2K2U9_RAT,"FYVE, RhoGEF and PH domain-containing protein 3",Fgd3,13894900,10286100,12422200,11392300,10793200,7383120,11053600,8580620,7768990,11818100
A0A0G2K2V5,A0A0G2K2V5_RAT,Exocyst complex component 1,Exoc1,31675400,33307900,29745800,27823900,31374600,33048200,36700700,33854300,28621600,35053200
A0A0G2K2W2,A0A0G2K2W2_RAT,Cx9C motif-containing protein 4,Cmc4,6956640,7359650,4345190,2998770,2986230,6151210,5276570,5237880,1082960,2288580
A0A0G2K2Y9,A0A0G2K2Y9_RAT,Plexin-B2,Plxnb2,205520000,229889000,112614000,78272400,89977200,71531200,85225300,195144000,94899100,126128000
A0A0G2K2Z0,A0A0G2K2Z0_RAT,Echinoderm microtubule-associated protein-like 4,Eml4,61377700,65083800,36832300,39647600,36110300,55216000,65770800,59054900,30244800,35833600
A0A0G2K2Z2,A0A0G2K2Z2_RAT,Inositol polyphosphate 5-phosphatase K,Inpp5k,17192100,20036600,19848900,18270300,18948300,17741800,20443300,18851600,26407100,29290800
A0A0G2K309,ORNT1_RAT,Mitochondrial ornithine transporter 1,Slc25a15,17060900,16747900,10746200,13690200,15984800,12211700,14503100,12549500,13901800,11878300
A0A0G2K332,A0A0G2K332_RAT,Ig-like domain-containing protein,AABR07034729.1,,,,67980500,104916000,,,,32388000,
A0A0G2K344,PK3CA_RAT,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Pik3ca,6551790,6280370,5243670,5030280,6056720,5933670,6263610,6602280,5454960,6586380
A0A0G2K350,A0A0G2K350_RAT,Gamma-soluble NSF attachment protein,Napg,204601000,206934000,211789000,180888000,177946000,172466000,193694000,205683000,181137000,194950000
A0A0G2K351,A0A0G2K351_RAT,Unc-119 lipid binding chaperone B,Unc119b,7884740,11052900,6248240,6423040,6295360,7594270,6977180,9006910,5310400,7387430
A0A0G2K3D9,A0A0G2K3D9_RAT,Transmembrane protein 132B,Tmem132b,3681350,3134000,2841870,2673430,2610940,,,,2484870,2589700
A0A0G2K3H2,A0A0G2K3H2_RAT,Dedicator of cytokinesis 7,Dock7,46139600,45632600,38190000,38185600,40955500,36718400,42394500,42899500,37741200,42258700
A0A0G2K3K5,A0A0G2K3K5_RAT,"Beta-1,4-galactosyltransferase",B4galt5,1329330,1759290,1227200,1395670,1604650,964556,1192700,944630,1128420,1628320
A0A0G2K3L8,A0A0G2K3L8_RAT,WD repeat and FYVE domain-containing protein 1,Wdfy1,79762700,87956000,87875700,64645100,71050900,76943200,96808400,80373800,61909300,80020400
A0A0G2K3S4,A0A0G2K3S4_RAT,ATP binding cassette subfamily A member 9,Abca9,5431870,5518050,3273430,3048210,4570690,4721570,4042430,2726640,2307600,4209320
A0A0G2K3V8,A0A0G2K3V8_RAT,Small nuclear ribonucleoprotein G,AABR07042226.1,22171900,27333400,28246200,28830700,34839600,36297800,34886400,32864700,34493400,47495100
A0A0G2K3W1,A0A0G2K3W1_RAT,von Willebrand factor A domain-containing protein 8,Vwa8,69676700,69012000,43424400,50236400,60043700,70981800,87063700,70879300,69859700,76299600
A0A0G2K3W2,A0A0G2K3W2_RAT,Coagulation factor V,F5,,,16719100,19902900,15398300,,,,92603700,21001000
A0A0G2K3Y6,A0A0G2K3Y6_RAT,Cytoplasmic polyadenylation element binding protein 4,Cpeb4,3911000,5241170,3263540,3279370,4749250,3298000,3701300,3344450,5013750,5085520
A0A0G2K402,A0A0G2K402_RAT,Myelin expression factor 2,Myef2,38717500,342644000,28858300,33743400,28806800,45473500,50851200,45894600,102895000,85028200
A0A0G2K410,A0A0G2K410_RAT,AP complex subunit sigma,Ap4s1,2939290,2586090,1952530,2405050,2685060,1918850,2230630,3010960,2603100,2683960
A0A0G2K427,A0A0G2K427_RAT,Influenza virus NS1A binding protein,Ivns1abp,67726000,68429200,48990500,30516400,39083300,67353200,67205500,83883400,21885300,28378400
A0A0G2K435,A0A0G2K435_RAT,DnaJ homolog subfamily C member 7,Dnajc7,25692800,28165000,19748000,16243600,23480700,26359700,30774000,32003300,23232600,26343000
A0A0G2K437,A0A0G2K437_RAT,E3 ubiquitin-protein ligase AMFR,Amfr,6448670,6855190,4903520,5914910,6181220,5651460,6970920,5623480,9026040,8469300
A0A0G2K466,A0A0G2K466_RAT,Oxidoreductase NAD-binding domain-containing protein 1,Oxnad1,7322610,9440440,5357820,6112660,5082280,6115460,6426190,5628790,4771340,5595040
A0A0G2K490,A0A0G2K490_RAT,non-specific serine/threonine protein kinase,Tnik,20713100,23645000,13571100,19477000,19857500,28134700,33201300,25694300,24620700,27232400
A0A0G2K4A0,A0A0G2K4A0_RAT,Rab11 family-interacting protein 5,Rab11fip5,17544200,20062900,12361400,15433500,13784900,23696300,25564200,21531100,24133000,23285700
A0A0G2K4B0,A0A0G2K4B0_RAT,"G protein-coupled receptor, class C, group 5, member B",Gprc5b,42985000,38852700,43172100,30909700,25828200,23354600,34182000,37931700,41864100,35738900
A0A0G2K4B6;A0A0G2JVJ7,A0A0G2JVJ7_RAT;A0A0G2K4B6_RAT,Limb development membrane protein 1-like,Lmbr1,445976,409324,311274,426340,401454,337904,268076,334229,371543,472222
A0A0G2K4D6,A0A0G2K4D6_RAT,RUN and FYVE domain containing 2,Rufy2,28443700,30815900,34001900,37114700,36024300,31682400,34261500,35886400,37098500,47694600
A0A0G2K4I9,A0A0G2K4I9_RAT,Coagulation factor XI,F11,,,1081530,1917590,506344,,,,1940180,2086790
A0A0G2K4R1,A0A0G2K4R1_RAT,Protein phosphatase 1 regulatory subunit,Ppp1r12c,6925210,7219840,7066590,4652900,3772370,8836600,8778880,8492230,5966770,6550650
A0A0G2K4T9,A0A0G2K4T9_RAT,Nesprin-3,Syne3,3076730,3530030,3086650,,3481960,2999820,,2170770,3754370,4176710
A0A0G2K4U7,A0A0G2K4U7_RAT,Microtubule associated scaffold protein 2,Mtus2,,,,,,2725290,3921930,3403230,2522510,2441920
A0A0G2K513,A0A0G2K513_RAT,Transmembrane protein 143,Tmem143,1627270,2213010,1151270,1575830,1764320,2864200,3756050,2560770,2768590,1625050
A0A0G2K528,A0A0G2K528_RAT,Syntaxin-16,Stx16,25544700,24087000,22003000,21393300,18275900,23974600,27082900,24361400,23587200,23966200
A0A0G2K542,A0A0G2K542_RAT,UTP--glucose-1-phosphate uridylyltransferase,Ugp2,276509000,345742000,202750000,174180000,176153000,304596000,324632000,332796000,185147000,238532000
A0A0G2K548,A0A0G2K548_RAT,A-kinase anchoring protein 9,Akap9,6357170,7045670,4637820,3750930,2802350,4466240,5618420,5239520,2700890,3832410
A0A0G2K583,A0A0G2K583_RAT,S-methyl-5'-thioadenosine phosphorylase,Mtap,82910800,94883600,51961900,40396800,48840200,77240600,82170700,82539200,28609800,38441900
A0A0G2K598,A0A0G2K598_RAT,"Transforming, acidic coiled-coil containing protein 2",Tacc2,2177430,3109330,,,,2100870,2290710,2251240,696076,1133130
A0A0G2K5B0,A0A0G2K5B0_RAT,TBC1 domain family member 24,Tbc1d24,22169400,20805600,18314800,13077100,14339100,21975400,24498400,24364000,18144000,20548500
A0A0G2K5C7,A0A0G2K5C7_RAT,non-specific serine/threonine protein kinase,Nek1,4416320,5360730,3953200,5117350,4833310,4838740,5589370,4850240,5498860,3827340
A0A0G2K5D7,A0A0G2K5D7_RAT,Sperm antigen with calponin homology and coiled-coil domains 1,Specc1,30691300,33496100,28955200,21054600,30463500,25572000,29767600,26360500,13032200,11146100
A0A0G2K5E4,A0A0G2K5E4_RAT,"DnaJ homolog subfamily A member 3, mitochondrial",Dnaja3,69430700,69525200,72569300,75893700,68189500,51943700,57569700,53664900,82719400,77457100
A0A0G2K5L1,A0A0G2K5L1_RAT,FAT atypical cadherin 1,Fat1,12275000,,13379500,6655400,13540800,8511510,9415130,9735390,7959810,12886900
A0A0G2K5L2,GHC1_RAT,Mitochondrial glutamate carrier 1,Slc25a22,214913000,233256000,174005000,205163000,183842000,158547000,212645000,199805000,194168000,193566000
A0A0G2K5N0,A0A0G2K5N0_RAT,OTU domain-containing protein 7B,Otud7b,23572400,22515100,20459500,15849400,17195900,23598100,23537100,24706600,14799900,22206300
A0A0G2K5S7,A0A0G2K5S7_RAT,Ectonucleoside triphosphate diphosphohydrolase 3,Entpd3,14437700,15232000,17849900,13647500,12990400,9024500,9770650,10329200,11576600,14846800
A0A0G2K5V4,A0A0G2K5V4_RAT,Lysosomal-trafficking regulator,Lyst,40751900,47094900,2600420,32822900,33351300,26981700,43861200,38987400,31258800,34891000
A0A0G2K612,A0A0G2K612_RAT,E3 ubiquitin-protein ligase,Smurf1,,96272800,58187000,55032800,76319300,86897600,101885000,78681600,76550400,91101100
A0A0G2K652,A0A0G2K652_RAT,Cullin-9,Cul9,20998200,18480100,13589300,18841700,17726000,13620300,19972100,18407600,18396000,16636500
A0A0G2K654,A0A0G2K654_RAT,"H1.2 linker histone, cluster member",H1f2,11130200,10010900,19397800,15564800,24145800,7703600,10936500,7476200,47358200,42980900
A0A0G2K677,A0A0G2K677_RAT,Spectrin beta chain,Sptbn4,36343300,43689400,31373400,32844700,30164400,38791500,45260200,40946500,46089700,42951900
A0A0G2K692,A0A0G2K692_RAT,Periostin,Postn,28315100,9251890,4817320,6643930,3717300,21422700,25729900,3979120,14742000,19094600
A0A0G2K6D5,A0A0G2K6D5_RAT,"Presequence protease, mitochondrial",Pitrm1,38672200,44849100,30775200,32043600,30900600,33368500,42109800,36140400,19647700,26543700
A0A0G2K6E3,A0A0G2K6E3_RAT,Myosin IG,Myo1g,,,7213920,9324020,6287980,,4057980,,13161700,11293600
A0A0G2K6F1,A0A0G2K6F1_RAT,T-complex 11 like 1,Tcp11l1,90339300,86278600,72149600,75954800,76999000,76820800,82015000,83616000,78035100,91337200
A0A0G2K6J6,A0A0G2K6J6_RAT,Importin 8,Ipo8,4946790,5279760,3991860,3687840,4519100,4258400,4724250,4051830,4934690,6557380
A0A0G2K6M9,A0A0G2K6M9_RAT,Tyrosine-protein kinase,Btk,,,2389160,3509610,2988710,,2380210,1778100,,2031220
A0A0G2K6N9,A0A0G2K6N9_RAT,COMM domain containing 4,Commd4,16646800,16244000,18023000,11580800,14159900,15479900,16856500,16791800,10867400,15399600
A0A0G2K6R0,A0A0G2K6R0_RAT,Trinucleotide repeat containing adaptor 6B,Tnrc6b,,,,,,,721310,,,
A0A0G2K6T9,A0A0G2K6T9_RAT,Protocadherin 1,Pcdh1,7647290,1783330,12390200,2753730,15850200,10374000,12554500,14547700,14634300,15527500
A0A0G2K6W6,A0A0G2K6W6_RAT,DIS3-like exonuclease 2,Dis3l2,384917000,46985900,18020700,12318000,13635800,26724800,24340000,22828500,12963200,13857700
A0A0G2K712,A0A0G2K712_RAT,TBC1 domain family member 5,Tbc1d5,7977310,7875010,6274580,5781650,6879210,6219090,8081550,8384720,,
A0A0G2K716,A0A0G2K716_RAT,Cdk5 and Abl enzyme substrate 2,Cables2,2075670,4132690,1881710,2767360,2537990,3726690,4774070,4078210,3225980,3504800
A0A0G2K736,A0A0G2K736_RAT,Lysine-specific histone demethylase,Kdm1a,34464900,34391200,36093400,,37440300,59354500,83243300,46273900,91287000,75292200
A0A0G2K749,A0A0G2K749_RAT,FRY microtubule binding protein,Fry,36613000,45799900,28210100,39357000,35176500,31168900,29363900,24631700,25279400,27744000
A0A0G2K762,A0A0G2K762_RAT,ATP-binding cassette sub-family F member 2,Abcf2,37770400,38676600,24683500,31822500,33986200,40556800,47034200,46293000,41020900,42695700
A0A0G2K764,A0A0G2K764_RAT,Thioredoxin reductase 3,Txnrd3,10069400,11646500,8395590,5904000,7892340,11003400,10396400,11078200,4656670,6922160
A0A0G2K7E7,A0A0G2K7E7_RAT,Protein transport protein Sec61 subunit gamma,Sec61gl2,1713570,2522230,2450020,2938220,3241900,3530670,4128970,3378690,3164800,4411900
A0A0G2K7L2,A0A0G2K7L2_RAT,Immunoglobulin superfamily member 3,Igsf3,39110500,34512200,52823900,39846700,39931500,28121100,32806200,33410600,39469600,40406400
A0A0G2K7N9,A0A0G2K7N9_RAT,Rho GTPase-activating protein 5,Arhgap5,73586800,85384100,32897900,30530900,54877100,60990700,67352600,66730700,29198200,60936200
A0A0G2K7P2,A0A0G2K7P2_RAT,PHD finger protein 14,Phf14,463113,681854,494335,,587174,466741,664151,362937,636599,465905
A0A0G2K7P4,A0A0G2K7P4_RAT,N-terminal amino-acid N(alpha)-acetyltransferase NatA,Txnl4a,41289400,53610200,42841600,10349600,24129600,39497100,49442100,53476000,36670100,41417700
A0A0G2K7U7,A0A0G2K7U7_RAT,Ankyrin repeat domain-containing protein 27,Ankrd27,959365,871086,638822,845346,945166,850966,931039,934937,905282,1067010
A0A0G2K7X6,A0A0G2K7X6_RAT,RNA helicase,Ddx19a,48870300,53159800,44181600,40236100,49556900,49172100,59241200,58921900,46509500,60276600
A0A0G2K828,A0A0G2K828_RAT,Ig-like domain-containing protein,ENSRNOG00000066380,,,8516350,9919830,5909420,,,,12707400,11651600
A0A0G2K831,A0A0G2K831_RAT,ADP-ribose glycohydrolase OARD1,Oard1,,,,,,1994780,2672920,,,
A0A0G2K860,A0A0G2K860_RAT,Rho guanine nucleotide exchange factor 12,Arhgef12,27111400,29726100,21492300,22290100,24449600,24132000,28388800,25576900,24786900,29732200
A0A0G2K875,A0A0G2K875_RAT,"Actin binding LIM protein family, member 3",Ablim3,2381940,2428010,1898400,2401920,1932210,3525810,3773110,3581740,3708400,3404590
A0A0G2K878,A0A0G2K878_RAT,Leucine rich repeat containing 45,Lrrc45,9030370,9914970,11116900,11908600,9595480,9901930,8782620,8822130,,6979970
A0A0G2K8C5,A0A0G2K8C5_RAT,Ubiquitin-conjugating enzyme E2 J2,Ube2j2,684165,719373,658675,702109,911197,425973,859956,,,
A0A0G2K8D1,A0A0G2K8D1_RAT,Motile sperm domain-containing protein 2,Mospd2,26840100,19745700,28850600,24943000,26701600,24879600,27621000,28566900,27080700,32280100
A0A0G2K8F9,A0A0G2K8F9_RAT,Pumilio RNA-binding family member 2,Pum2,19910700,19407300,21094200,20503400,25735900,21341500,26584400,25759000,28702600,30796800
A0A0G2K8I0,A0A0G2K8I0_RAT,SH3 domain-binding glutamic acid-rich-like protein,Sh3bgrl2,69956400,87323700,59330400,61352900,58248000,57649700,62776900,60634700,35708800,48135600
A0A0G2K8J8,A0A0G2K8J8_RAT,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,Fam120b,41378100,22363400,26817400,14595200,17576400,20233700,25174800,23686800,33730100,23622800
A0A0G2K8N6,A0A0G2K8N6_RAT,Ankyrin repeat and MYND domain-containing protein 2,Ankmy2,23257400,24992100,17138600,17854200,18659300,21737600,26115100,23701400,18500400,19983800
A0A0G2K8S0,A0A0G2K8S0_RAT,Pyridoxal-dependent decarboxylase domain-containing protein 1,Pdxdc1,39869600,33112800,26558900,30462000,35563300,54137900,59008700,52467200,40121300,50043300
A0A0G2K8S4,A0A0G2K8S4_RAT,WD repeat and FYVE domain containing 2,Wdfy2,3304310,3726080,3814400,3877370,4238660,4390310,5256600,4649160,3742120,4823770
A0A0G2K8S8,A0A0G2K8S8_RAT,"Fructose-2,6-bisphosphatase TIGAR",Tigar,26964200,33666000,18151400,17964800,19204800,25906200,30125800,27512500,16219900,22948900
A0A0G2K8T5,A0A0G2K8T5_RAT,Transcription factor BTF3,Btf3l7,,,,,,,19455600,18354100,,
A0A0G2K8V0,A0A0G2K8V0_RAT,protein-tyrosine-phosphatase,Ptprm,5915160,6232490,6472670,4481770,6288460,6364120,7004710,5775970,2982770,4316280
A0A0G2K8V3,A0A0G2K8V3_RAT,THO complex subunit 2,Thoc2,8281890,7413020,6004420,6653410,8305170,6431210,7842410,5646650,7475320,9216670
A0A0G2K8Z8,A0A0G2K8Z8_RAT,Myeloid leukemia factor 2,Mlf2,32026500,27496900,25452600,22627400,25211100,26575800,23405400,28232500,22573300,22898300
A0A0G2K8Z9,A0A0G2K8Z9_RAT,Kinesin family member 13B,Kif13b,9905010,13805900,7517400,7370860,10362300,10141800,10932600,11260300,9983280,10844100
A0A0G2K904,A0A0G2K904_RAT,SAFB-like transcription modulator,Sltm,14002600,18508400,5935760,7400150,8348370,18564500,18894300,16132000,8281870,10730500
A0A0G2K931,A0A0G2K931_RAT,Phosphoserine aminotransferase,Psat1,247595000,208121000,124117000,134911000,164570000,191598000,275729000,255794000,68995400,182660000
A0A0G2K946,A0A0G2K946_RAT,Testican-2,Spock2,13511200,13671200,30211900,27082400,20379600,13867500,14787800,13584000,19471900,21172600
A0A0G2K974,A0A0G2K974_RAT,RALY heterogeneous nuclear ribonucleoprotein,Raly,38116900,45189900,36085900,38772300,35853700,30718100,16485600,14131800,50007700,60557000
