Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat47,Intensity Rat48,Intensity Rat49,Intensity Rat50,Intensity Rat51,Intensity Rat52,Intensity Rat53,Intensity Rat54,Intensity Rat55,Intensity Rat56
A0A0G2K1T3,A0A0G2K1T3_RAT,SET binding factor 2,Sbf2,11325900,12474200,11941300,11997800,13279500,7365090,10310700,8595080,10507600,8824620
A0A0G2K1V3,A0A0G2K1V3_RAT,tRNA splicing endonuclease subunit 15,Tsen15,961295,852816,831992,749506,581459,,898490,643116,819351,767653
A0A0G2K1W9,A0A0G2K1W9_RAT,D-lactate dehydrogenase (cytochrome),Ldhd,8063230,5546240,4102180,4331360,3380500,3576430,4190710,3370670,3182390,3328120
A0A0G2K261,A0A0G2K261_RAT,isoleucine--tRNA ligase,Iars2,222146000,232535000,234075000,247252000,229517000,162064000,248198000,194023000,209501000,201514000
A0A0G2K2B0;D4A0M3,A0A0G2K2B0_RAT;D4A0M3_RAT,Polyhomeotic homolog 3,Phc3,3706390,2420980,1904240,1048200,808116,24650600,995625,,674026,
A0A0G2K2C4,A0A0G2K2C4_RAT,LIM domain binding 3,Ldb3,5062450,3663890,2780750,3473270,5386890,3461010,,,,
A0A0G2K2C7,A0A0G2K2C7_RAT,ubiquitinyl hydrolase 1,Usp9x,171871000,169193000,176062000,181914000,174266000,162712000,187556000,164495000,173829000,159163000
A0A0G2K2F6,A0A0G2K2F6_RAT,40S ribosomal protein S15a,Rps15a-ps3,54845000,58001400,60645000,58729800,54154900,59625900,54816200,65920500,46884500,43308900
A0A0G2K2G7,A0A0G2K2G7_RAT,Ankyrin repeat and sterile alpha motif domain containing 1A,Anks1a,5120000,6130500,5232420,5334930,4953600,5145490,5256650,4757600,5422780,6134400
A0A0G2K2H3,A0A0G2K2H3_RAT,Chondrolectin,Chodl,,907957,769880,928108,878948,,918043,680873,786180,868562
A0A0G2K2M3,A0A0G2K2M3_RAT,Signal transducer and activator of transcription,Stat6,1677080,1540200,1830790,1721940,1876720,2927820,1658590,1659280,1526940,1397170
A0A0G2K2P5,ZO1_RAT,Tight junction protein ZO-1,Tjp1,33125000,32864900,31785800,32531300,32830700,27613700,31837400,24980200,28850900,29742700
A0A0G2K2Q2,A0A0G2K2Q2_RAT,Glycine C-acetyltransferase,Gcat,10710200,11288400,10942800,12604000,10141400,10296300,12309100,9712690,10927600,11899100
A0A0G2K2R0,A0A0G2K2R0_RAT,FERM domain containing 4A,Frmd4a,2148450,2574130,2822290,2799590,2886430,2221290,2736750,1871860,2338730,2416210
A0A0G2K2T2,A0A0G2K2T2_RAT,Mitoguardin 1,Miga1,23221400,17888500,21466500,19748600,20667400,11865300,22799300,20145600,17380300,16952000
A0A0G2K2U9,A0A0G2K2U9_RAT,"FYVE, RhoGEF and PH domain containing 3",Fgd3,4257220,3466730,4850790,6354010,6540650,3351100,5848770,3423300,4132070,5791730
A0A0G2K2V5,A0A0G2K2V5_RAT,Exocyst complex component 1,Exoc1,23294300,23948600,24707100,26974400,25484200,18121200,23780900,21396700,26565500,24457600
A0A0G2K2W2,A0A0G2K2W2_RAT,C-X9-C motif containing 4,Cmc4,2732010,2657660,2199270,1925140,2241590,1100620,2316770,1450450,1725710,2038980
A0A0G2K2Y9,A0A0G2K2Y9_RAT,Plexin B2,Plxnb2,37011600,40650300,35969600,41417100,34007800,27015600,39348900,30206300,35541900,32167700
A0A0G2K2Z0,A0A0G2K2Z0_RAT,EMAP like 4,Eml4,65337500,171810000,245966000,322965000,82942500,54549000,205520000,203618000,81254200,243520000
A0A0G2K2Z2,A0A0G2K2Z2_RAT,Inositol polyphosphate-5-phosphatase K,Inpp5k,12045600,11823900,11685600,10919400,12561300,,11045800,12232600,12346300,12584000
A0A0G2K309,ORNT1_RAT,Mitochondrial ornithine transporter 1,Slc25a15,14472000,11483700,10956100,11331600,13244100,9683220,12630700,9829630,10658100,9897380
A0A0G2K344,PK3CA_RAT,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Pik3ca,3259430,3593770,3689420,3745440,3471430,2741930,3240990,2707740,3390070,2806520
A0A0G2K350,A0A0G2K350_RAT,Gamma-soluble NSF attachment protein,Napg,119030000,118054000,113572000,121783000,107473000,80532000,107347000,87274400,105383000,104836000
A0A0G2K351,A0A0G2K351_RAT,Unc-119 lipid binding chaperone B,Unc119b,,3093490,3173540,3918700,3840180,2990970,3681850,2547590,3418510,3850460
A0A0G2K3H2,A0A0G2K3H2_RAT,Dedicator of cytokinesis 7,Dock7,81782200,78856900,90748700,10154300,60461200,7754470,100822000,15621600,82138500,85465200
A0A0G2K3L5,A0A0G2K3L5_RAT,Ig-like domain-containing protein,AABR07061001.1,,,,,,,,9995460,,
A0A0G2K3L8,A0A0G2K3L8_RAT,WD repeat and FYVE domain containing 1,Wdfy1,97868900,111726000,107597000,117886000,94374800,71294700,116178000,89353000,99144200,84500200
A0A0G2K3S4,A0A0G2K3S4_RAT,ATP binding cassette subfamily A member 9,Abca9,6190540,6675600,6785560,9153300,9300960,4642130,5907950,3968820,4284440,3739920
A0A0G2K3V8,A0A0G2K3V8_RAT,Small nuclear ribonucleoprotein G,AABR07042226.1,33345100,38367800,37652800,34895000,28783500,18550200,30438800,27425000,25611300,24945500
A0A0G2K3W1,A0A0G2K3W1_RAT,von Willebrand factor A domain containing 8,Vwa8,181332000,196459000,190742000,198011000,175140000,149510000,216129000,172321000,185104000,181352000
A0A0G2K3Y6,A0A0G2K3Y6_RAT,Cytoplasmic polyadenylation element binding protein 4,Cpeb4,2197430,2114310,1939440,2333240,2777110,2025670,2236690,2285900,1927670,1276230
A0A0G2K402,A0A0G2K402_RAT,Myelin expression factor 2,Myef2,26743400,30287300,26839100,26520300,27142200,19362200,24912300,21569200,21795400,26598800
A0A0G2K410,A0A0G2K410_RAT,AP complex subunit sigma,Ap4s1,3749630,3216350,3613990,3563300,4001540,3251930,3945230,3067400,2718050,3748140
A0A0G2K427,A0A0G2K427_RAT,Influenza virus NS1A binding protein,Ivns1abp,77849100,98497000,84314500,71091000,51169400,49674900,62702200,57004500,65973100,119368000
A0A0G2K435,A0A0G2K435_RAT,DnaJ heat shock protein family (Hsp40) member C7,Dnajc7,83330800,114249000,91594200,94786400,54800300,68851100,88489600,55984900,44456400,45860100
A0A0G2K437,A0A0G2K437_RAT,Autocrine motility factor receptor,Amfr,10203400,10348500,9563040,10580900,10748200,6180800,10321600,8261760,9357970,9432800
A0A0G2K466,A0A0G2K466_RAT,Oxidoreductase NAD-binding domain-containing protein 1,Oxnad1,6067360,6668100,7015290,7121100,7713540,7532360,6651020,5982550,4990090,5404270
A0A0G2K490,A0A0G2K490_RAT,non-specific serine/threonine protein kinase,Tnik,61313600,58622600,59141600,64704600,75169700,56771400,57005100,53291100,56103800,54533100
A0A0G2K4A0,A0A0G2K4A0_RAT,RAB11 family interacting protein 5,Rab11fip5,24558700,27575600,21509400,26005200,20482900,21846600,20611800,22613400,18424100,17883600
A0A0G2K4B0,A0A0G2K4B0_RAT,"G protein-coupled receptor, class C, group 5, member B",Gprc5b,35499600,32884200,26409100,26517600,27193600,20253300,28279200,21466500,24796500,26221800
A0A0G2K4D6,A0A0G2K4D6_RAT,RUN and FYVE domain containing 2,Rufy2,9091160,10639400,10168700,11083700,11623400,6367780,9799210,7878660,8586300,8099450
A0A0G2K4R1,A0A0G2K4R1_RAT,Protein phosphatase 1 regulatory subunit,Ppp1r12c,12734600,11985300,12082100,8158240,6485750,8726700,8249370,9280170,11095400,18182800
A0A0G2K4S7,A0A0G2K4S7_RAT,Ubiquitin carboxyl-terminal hydrolase,Usp45,,,,,996115,677348,904127,614868,755152,
A0A0G2K4U7,A0A0G2K4U7_RAT,Microtubule associated scaffold protein 2,Mtus2,8026380,5711380,6849500,6050210,7458130,5660880,7559160,5280910,7437730,7280200
A0A0G2K4W2,A0A0G2K4W2_RAT,Transcription factor BTF3,Btf3l5,,13439800,16734900,18074000,14666600,12011300,11657800,10700000,13541500,15357000
A0A0G2K513,A0A0G2K513_RAT,Transmembrane protein 143,Tmem143,2158450,2594660,2581660,2759890,2628170,2000040,2683960,2490960,2446060,1815020
A0A0G2K528,A0A0G2K528_RAT,Syntaxin 16,Stx16,12616600,13159300,13567100,11675600,11038600,8485430,9355200,9016530,7541940,8420990
A0A0G2K542,A0A0G2K542_RAT,UTP--glucose-1-phosphate uridylyltransferase,Ugp2,165046000,163247000,159535000,190749000,170151000,141314000,188601000,154739000,176021000,183182000
A0A0G2K548,A0A0G2K548_RAT,A-kinase anchoring protein 9,Akap9,332572,341264,360584,358970,203649,,370130,318284,214838,284204
A0A0G2K583,A0A0G2K583_RAT,S-methyl-5'-thioadenosine phosphorylase,Mtap,61177700,53970800,56345800,58958600,58246800,45565700,59716800,51282200,55100400,56896900
A0A0G2K598,A0A0G2K598_RAT,"Transforming, acidic coiled-coil containing protein 2",Tacc2,1250210,1420360,1397650,1656940,1439980,1392810,1329990,1382750,1402110,1373500
A0A0G2K5B0,A0A0G2K5B0_RAT,TBC1 domain family member 24,Tbc1d24,56696000,67233600,66420600,66275500,62402800,48946800,66397600,46925500,57116600,56103400
A0A0G2K5D7,A0A0G2K5D7_RAT,Sperm antigen with calponin homology and coiled-coil domains 1,Specc1,37053200,38096200,35153000,38667100,37368100,37090200,37667000,27730500,37695100,39987200
A0A0G2K5E4,A0A0G2K5E4_RAT,DnaJ heat shock protein family (Hsp40) member A3,Dnaja3,30572000,30529800,27672900,29312400,25298500,26788300,25952900,24336500,23765300,25832400
A0A0G2K5L2,GHC1_RAT,Mitochondrial glutamate carrier 1,Slc25a22,97490000,99628800,106311000,106279000,92305000,72771500,112974000,103847000,102199000,91051900
A0A0G2K5N0,A0A0G2K5N0_RAT,ubiquitinyl hydrolase 1,Otud7b,32681900,13403700,47888900,28444800,34610100,13364600,16758300,21411500,35133700,18518900
A0A0G2K5S7,A0A0G2K5S7_RAT,Ectonucleoside triphosphate diphosphohydrolase 3,Entpd3,22959600,21690900,22910700,20873300,20323700,16865200,23635800,21152500,23136600,21433600
A0A0G2K5V4,A0A0G2K5V4_RAT,Lysosomal trafficking regulator,Lyst,,,,308553,,454322,,,,660952
A0A0G2K601,A0A0G2K601_RAT,Collagen type IV alpha 6 chain,Col4a6,7188530,4360540,,4295560,,37552400,,21137300,,
A0A0G2K612,A0A0G2K612_RAT,E3 ubiquitin-protein ligase,Smurf1,84692000,,80354000,95698300,104622000,139706000,89592600,95825200,89777900,79390200
A0A0G2K652,A0A0G2K652_RAT,Cullin 9,Cul9,7979900,8817100,6831380,8395390,8935800,5732720,7566090,6406760,8486250,8092760
A0A0G2K654,A0A0G2K654_RAT,"H1.2 linker histone, cluster member",H1f2,1514960000,154630000,169885000,167467000,74335500,3145100000,65206600,2393040000,146893000,93812000
A0A0G2K677,A0A0G2K677_RAT,Spectrin beta chain,Sptbn4,31169100,32947100,31397900,31791000,31521500,23428600,32234100,28839200,31145900,28880600
A0A0G2K692,A0A0G2K692_RAT,Periostin,Postn,,,,,,15855100,,,,
A0A0G2K6D5,A0A0G2K6D5_RAT,Pitrilysin metalloproteinase 1,Pitrm1,24078100,27834800,25487000,25749100,22271700,18681700,26740900,21706700,22906200,21616900
A0A0G2K6F1,A0A0G2K6F1_RAT,T-complex 11 like 1,Tcp11l1,43752200,44708400,48418600,49136700,52188500,32479300,48697800,38929600,44460700,45430200
A0A0G2K6J6,A0A0G2K6J6_RAT,Importin 8,Ipo8,1739750,1854430,2019480,2191900,2270670,1806670,1808270,1568880,1573550,1588940
A0A0G2K6N9,A0A0G2K6N9_RAT,COMM domain containing 4,Commd4,6963280,6495940,6256260,6765410,5389700,2948820,5690360,4672300,4574190,4173850
A0A0G2K6T9,A0A0G2K6T9_RAT,Protocadherin 1,Pcdh1,6576310,6140480,5177650,5503090,5866760,4416780,4265340,4384460,5251030,4577580
A0A0G2K6W6,A0A0G2K6W6_RAT,DIS3-like exonuclease 2,Dis3l2,17835600,17120300,20318700,20447200,22479100,14382500,20930700,16961400,20371200,19429100
A0A0G2K712,A0A0G2K712_RAT,"TBC1 domain family, member 5",Tbc1d5,1470820,1375690,1260340,1695440,1398640,1708510,1525310,1228010,1326880,1371290
A0A0G2K735,A0A0G2K735_RAT,Ubiquitin-like modifier activating enzyme 7,Uba7,,582432,,1179810,1346280,,,3058110,1025970,
A0A0G2K736,A0A0G2K736_RAT,Lysine-specific histone demethylase,Kdm1a,30112300,18752300,16101600,34453100,,28905000,,17860200,,
A0A0G2K742,A0A0G2K742_RAT,Collagen type IV alpha 4 chain,Col4a4,3935740,683757,,,,33393300,,16161700,,
A0A0G2K749,A0A0G2K749_RAT,FRY microtubule binding protein,Fry,22256100,23101400,23735000,23150900,23637600,16738000,23671700,19617000,21766400,21569200
A0A0G2K762,A0A0G2K762_RAT,ATP binding cassette subfamily F member 2,Abcf2,16521700,16316400,18701700,18521900,18695100,13295200,18240300,14284100,17537500,16562900
A0A0G2K764,A0A0G2K764_RAT,thioredoxin-disulfide reductase,Txnrd3,12772300,12735400,11253100,13307500,15832100,8775940,103516000,15946300,91780400,13005300
A0A0G2K7E7,A0A0G2K7E7_RAT,Protein transport protein Sec61 subunit gamma,Sec61gl2,4266510,6575730,7287300,6435550,6369120,2647680,7677900,5449050,6099400,6589590
A0A0G2K7L2,A0A0G2K7L2_RAT,"Immunoglobulin superfamily, member 3",Igsf3,3713840,4938170,4851970,4305230,5388820,3872050,4978700,3686600,4250540,3447580
A0A0G2K7N9,A0A0G2K7N9_RAT,Rho GTPase activating protein 5,Arhgap5,32145700,22664800,20306800,22391700,26482100,6593620,21548200,15435200,18087600,20292700
A0A0G2K7P2,A0A0G2K7P2_RAT,PHD finger protein 14,Phf14,2272320,2118120,2335000,,2742030,4565880,,3032530,1630860,
A0A0G2K7P4,A0A0G2K7P4_RAT,N-terminal amino-acid N(alpha)-acetyltransferase NatA,Txnl4a,21070100,27493200,29977800,33565700,32710100,26400300,38412400,28672300,33962200,35096200
A0A0G2K7U7,A0A0G2K7U7_RAT,Ankyrin repeat domain 27,Ankrd27,212242,250418,314759,190684,236939,173689,239937,154670,170114,201145
A0A0G2K7X6,A0A0G2K7X6_RAT,RNA helicase,Ddx19a,91500800,97987600,101900000,99621400,97591400,64574100,109087000,75162400,92978300,92737400
A0A0G2K828,A0A0G2K828_RAT,Ig-like domain-containing protein,ENSRNOG00000066380,1724970,,1678000,1165490,,3847060,,12448300,1380650,
A0A0G2K831,A0A0G2K831_RAT,O-acyl-ADP-ribose deacylase 1,Oard1,1170250,1139240,1574100,1115590,1491960,,1470660,,1660600,1127850
A0A0G2K860,A0A0G2K860_RAT,Rho guanine nucleotide exchange factor 12,Arhgef12,12497100,12622100,12292600,11788800,11280800,10834800,12727300,10764700,11761900,10537800
A0A0G2K878,A0A0G2K878_RAT,Leucine rich repeat containing 45,Lrrc45,1315840,1543580,1287420,1616960,1421040,,1401430,977629,1400800,1169170
A0A0G2K8C1,A0A0G2K8C1_RAT,Nephronectin,Npnt,,,,,,6239130,,2238130,,
A0A0G2K8D1,A0A0G2K8D1_RAT,Motile sperm domain containing 2,Mospd2,8210140,7551520,9040770,8839930,8351020,5002600,7412010,6436900,7890290,6876850
A0A0G2K8E5,A0A0G2K8E5_RAT,Integrator complex subunit 10,Ints10,61385.8,89936.4,111917,93377,61739.4,,89738.3,66288.9,51968.3,99343.2
A0A0G2K8F9,A0A0G2K8F9_RAT,Pumilio RNA-binding family member 2,Pum2,13366500,15081300,17165100,13330700,22061700,10139200,19470000,20425300,20083500,22009300
A0A0G2K8I0,A0A0G2K8I0_RAT,SH3 domain-binding glutamic acid-rich-like protein,Sh3bgrl2,53651300,52041000,48849100,48490800,43549200,13559800,44463200,41303300,38096500,42756100
A0A0G2K8J8,A0A0G2K8J8_RAT,Family with sequence similarity 120 member B,Fam120b,17286100,17618900,18105600,20197000,19928700,14400000,20208200,18217100,17752200,16793200
A0A0G2K8N6,A0A0G2K8N6_RAT,Ankyrin repeat and MYND domain containing 2,Ankmy2,13938300,14256600,13799900,16829200,15449000,12632300,17022100,14413000,16029700,16025200
A0A0G2K8S0,A0A0G2K8S0_RAT,Pyridoxal-dependent decarboxylase domain-containing protein 1,Pdxdc1,57989700,67704700,76190800,78381700,78040400,63476000,75549700,58204700,71244300,76031500
A0A0G2K8S4,A0A0G2K8S4_RAT,WD repeat and FYVE domain containing 2,Wdfy2,1033590,1048000,953402,1461890,966962,1090330,1276850,1184280,1235230,1355920
A0A0G2K8S8,A0A0G2K8S8_RAT,"Fructose-2,6-bisphosphatase TIGAR",Tigar,41266100,46198000,54646800,52267000,58961500,18737900,58913000,34655100,41327000,55672000
A0A0G2K8T5,A0A0G2K8T5_RAT,Transcription factor BTF3,Btf3l7,19367300,20169500,19573600,21690400,14548100,20869700,21611400,20112800,17169300,20258900
A0A0G2K8T8,A0A0G2K8T8_RAT,BEN domain containing 6,Bend6,3682860,4647690,3029000,3215570,2665090,3800360,3314760,,2148610,2723720
A0A0G2K8V0,A0A0G2K8V0_RAT,protein-tyrosine-phosphatase,Ptprm,2507770,2924030,2268750,3509390,3244680,1717030,2801040,2456150,2950960,2398230
A0A0G2K8Z8,A0A0G2K8Z8_RAT,Myeloid leukemia factor 2,Mlf2,18463600,18174600,17275700,16245000,14283200,16925400,14895100,12428200,15449200,18037000
A0A0G2K8Z9,A0A0G2K8Z9_RAT,Kinesin family member 13B,Kif13b,14053700,14090800,15058200,15181000,14428300,14577200,13690500,8848740,11005800,11723900
A0A0G2K904,A0A0G2K904_RAT,"SAFB-like, transcription modulator",Sltm,5761340,3579730,5107090,5862280,6418730,6905080,4605760,6291180,4783440,3803880
A0A0G2K916,A0A0G2K916_RAT,Ankyrin repeat and KH domain containing 1,Ankhd1,,,1237240,1454500,1507860,,1286870,,1191010,993148
A0A0G2K931,A0A0G2K931_RAT,Phosphoserine aminotransferase,Psat1,175434000,175895000,229819000,246264000,196692000,127306000,236186000,192330000,224071000,210558000
A0A0G2K946,A0A0G2K946_RAT,"SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2",Spock2,14743700,18907700,19039300,18956300,16751100,11448400,21101400,15788500,22061300,17105300
A0A0G2K974,A0A0G2K974_RAT,RALY heterogeneous nuclear ribonucleoprotein,Raly,26343700,26078000,24181900,26994700,22726300,20009600,23183200,26088800,22776500,21234000
A0A0G2K999,A0A0G2K999_RAT,Sidekick cell adhesion molecule 2,Sdk2,33483400,32515400,40114700,37615900,33725900,30982700,27622000,31622600,32463700,34234100
A0A0G2K9A9,A0A0G2K9A9_RAT,F-box protein 41,Fbxo41,22902800,29957200,27227100,28290900,24192400,19944500,26460900,20867600,23486800,22427700
A0A0G2K9H2,A0A0G2K9H2_RAT,Serine/threonine-protein kinase 11-interacting protein,Stk11ip,,,,,204437,,219508,,,
A0A0G2K9K2,A0A0G2K9K2_RAT,"Transforming, acidic coiled-coil containing protein 1",Tacc1,59350100,66106100,6804220,51513500,16979800,6829280,10251600,4149120,5765030,55347500
A0A0G2K9K4,A0A0G2K9K4_RAT,Trafficking from ER to golgi regulator,Tfg,68900100,80093100,80207700,64682800,63161200,62126300,68969500,59827000,62927000,69516700
A0A0G2K9N3,A0A0G2K9N3_RAT,RNA helicase,Ddx3y,54736400,63275400,64868800,75464800,68621400,50516600,75221200,59952700,72085300,66461800
A0A0G2K9P5,A0A0G2K9P5_RAT,Conserved oligomeric Golgi complex subunit 5,Cog5,8456370,14740800,8456630,26088500,16726300,13884400,9546690,7530900,8700680,36592500
A0A0G2K9Q0,A0A0G2K9Q0_RAT,TBC1 domain containing kinase,Tbck,4264760,40023500,25613600,28034700,27100800,13948600,30761600,19626300,30704600,37540100
A0A0G2K9R9,A0A0G2K9R9_RAT,Proteasome activator subunit 4,Psme4,3003910,,4847240,6530580,6837450,3378570,6496650,,5852830,3447140
A0A0G2K9T1,A0A0G2K9T1_RAT,E3 ubiquitin-protein ligase,Itch,55524800,57357100,60533200,62237400,64041900,56285800,66933800,58679700,61681600,58996700
A0A0G2K9V1,A0A0G2K9V1_RAT,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,Ndufa1,67647600,65802600,71901500,70933800,82691800,48892000,76863000,71524200,67905500,66143600
A0A0G2K9Y3,A0A0G2K9Y3_RAT,StAR-related lipid transfer domain containing 9,Stard9,15908700,14110500,14221900,13484200,13062600,13894200,11721900,14255700,12515800,12392000
A0A0G2K9Y5,A0A0G2K9Y5_RAT,Histidine-rich glycoprotein,Hrgl1,1880980,,,1012140,,11343500,767185,9939860,1957250,
A0A0G2KA11,A0A0G2KA11_RAT,"Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",Prex2,11102700,9189590,5060370,9964940,11075500,7253510,10972600,7191830,11460300,9955590
A0A0G2KA50,A0A0G2KA50_RAT,VPS39 subunit of HOPS complex,Vps39,79204200,94783400,92327900,84439600,73224500,70550800,87621200,74173100,74425400,76656300
A0A0G2KAD4,A0A0G2KAD4_RAT,Protein LBH,Lbh,25496600,22779300,24002600,25390000,28950400,21787100,28467600,19150400,19979300,25824600
A0A0G2KAE1,A0A0G2KAE1_RAT,LIM and senescent cell antigen-like-containing domain protein,Lims2,15225500,15834800,15200100,18230900,16200100,15525000,15066800,13319400,13509500,13061200
A0A0G2KAE6,A0A0G2KAE6_RAT,Mitoguardin 2,Miga2,17925300,21626800,19209800,20414200,20632400,14613100,20065200,13651700,17536200,18609800
A0A0G2KAH4,A0A0G2KAH4_RAT,Dedicator of cytokinesis 6,Dock6,,,,861423,,,,,,
A0A0G2KAI8,A0A0G2KAI8_RAT,Developmentally regulated GTP binding protein 2,Drg2,85036700,82965200,83896400,97889600,98565400,74689800,93190600,89931800,88620900,85112900
A0A0G2KAX2,A0A0G2KAX2_RAT,Trafficking protein particle complex subunit 14,Trappc14,3670540,3275290,3680380,3759150,5015690,2632140,4379430,3632670,3809510,3929520
A0A0G2KB06,A0A0G2KB06_RAT,mitogen-activated protein kinase,Mapk11,1212640,872502,1426800,1594960,1439130,1021210,1850100,1530910,1753960,1796450
A0A0G2KB09,A0A0G2KB09_RAT,"Parvin, beta",Parvb,6639050,7633270,6296500,6724080,7259920,4907710,7019260,6112990,7361660,6756360
A0A0G2KB37,A0A0G2KB37_RAT,Plasmanylethanolamine desaturase 1,Peds1,,1763910,,,,,,,,
A0A0G2KB60,A0A0G2KB60_RAT,non-specific serine/threonine protein kinase,Rps6kc1,8223930,8526450,8411110,8153350,7375300,5422000,8787140,7111630,7759490,6528970
A0A0G2KB61,A0A0G2KB61_RAT,"Protein phosphatase 1, regulatory subunit 13B",Ppp1r13b,2309520,1837610,1981700,2014740,2049310,1786170,1877070,1713720,2265530,2267000
A0A0G2KB74,A0A0G2KB74_RAT,Disco-interacting protein 2 homolog A,Dip2a,161912000,308634000,318424000,193412000,131942000,158745000,205137000,122662000,243868000,158306000
A0A0G2KB82,A0A0G2KB82_RAT,"CCR4-NOT transcription complex, subunit 2",Cnot2,2296230,2361830,2124790,2164900,2464370,1655660,2075990,1893110,1878130,2197040
A0A0G2QC02,A0A0G2QC02_RAT,SKI2 subunit of superkiller complex,Skic2,73256400,76873900,117853000,152459000,180676000,58185300,123203000,104735000,166135000,129453000
A0A0G2QC04,A0A0G2QC04_RAT,Plastin 1,Pls1,81615000,77855500,76643000,76323500,74329200,52215700,77316300,67655200,70051300,69882800
A0A0G2QC33,ATG4B_RAT,Cysteine protease ATG4B,Atg4b,18136900,18548500,18512700,18089300,17323800,12135000,18728900,15248900,17518700,17761800
